season,event_code,league,zone_id,zone_name,group_name,group_order,college_name,college_logo,team_name,w_d_l,points,opponent_points,avg_base_hp_diff,avg_outpost_hp_diff,avg_team_damage,metrics_json,rank
2024,2024RMUC,RMUC,499,中部赛区,B组,9,武汉工程大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a413c7fa-e03f-4b01-922a-fc05d46aba6f,Nautilus,1/0/2,1,4,74,93,4016,"{""对手分"": 4, ""局均全队总伤害血量"": 4016, ""局均总前哨站净胜血量"": 93, ""局均总基地净胜血量"": 74, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,499,中部赛区,B组,10,厦门大学嘉庚学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/74fa4796-2b58-4d72-8b60-2150168b72fe,TCR,1/0/2,1,1,-1101,-13,1899,"{""对手分"": 1, ""局均全队总伤害血量"": 1899, ""局均总前哨站净胜血量"": -13, ""局均总基地净胜血量"": -1101, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,499,中部赛区,B组,11,西南石油大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/d54803f3-1758-4597-b85d-9db75b9a37e7,铁人,1/0/2,1,0,-431,-319,2416,"{""对手分"": 0, ""局均全队总伤害血量"": 2416, ""局均总前哨站净胜血量"": -319, ""局均总基地净胜血量"": -431, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,499,中部赛区,B组,12,重庆三峡学院,https://rm-static.djicdn.com/games-backend/866d186e-2c2c-440b-a549-1c9614fba738,LionHeart,1/0/2,1,-2,-687,-219,2297,"{""对手分"": -2, ""局均全队总伤害血量"": 2297, ""局均总前哨站净胜血量"": -219, ""局均总基地净胜血量"": -687, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,499,中部赛区,B组,13,四川大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667988074-logo_red_800x800.png,火锅,0/0/2,0,8,-2512,0,2812,"{""对手分"": 8, ""局均全队总伤害血量"": 2812, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -2512, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,499,中部赛区,B组,14,成都大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/3b03a9b4-d828-472c-9fd1-69e7087800af,Ultra,0/0/2,0,1,-1107,-296,1893,"{""对手分"": 1, ""局均全队总伤害血量"": 1893, ""局均总前哨站净胜血量"": -296, ""局均总基地净胜血量"": -1107, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,499,中部赛区,B组,15,福建理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/2e4a88a1-9d5b-4d21-bae7-1a528564acda,苍侠,0/0/2,0,0,-1029,-63,2524,"{""对手分"": 0, ""局均全队总伤害血量"": 2524, ""局均总前哨站净胜血量"": -63, ""局均总基地净胜血量"": -1029, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,499,中部赛区,B组,16,内蒙古科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/4e59c288-b5e4-4ed5-a221-3be0377641e1,雷霆,0/0/2,0,-1,-82,-356,1865,"{""对手分"": -1, ""局均全队总伤害血量"": 1865, ""局均总前哨站净胜血量"": -356, ""局均总基地净胜血量"": -82, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,499,中部赛区,邀请赛-C组,1,常熟理工学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/8ab48d69-1e80-40e3-aa02-0b2c3f4a9705,R&A,1/1/0,2,-2,301,557,2093,"{""对手分"": -2, ""局均全队总伤害血量"": 2093, ""局均总前哨站净胜血量"": 557, ""局均总基地净胜血量"": 301, ""积分"": 2, ""胜/平/负"": ""1/1/0""}",
2024,2024RMUC,RMUC,499,中部赛区,邀请赛-C组,2,湖北工业大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667615591-logo_blue_800x800.png,力创RM,0/1/1,1,2,-51,-409,1541,"{""对手分"": 2, ""局均全队总伤害血量"": 1541, ""局均总前哨站净胜血量"": -409, ""局均总基地净胜血量"": -51, ""积分"": 1, ""胜/平/负"": ""0/1/1""}",
2024,2024RMUC,RMUC,499,中部赛区,邀请赛-C组,3,武汉科技大学,https://terra-us-pro-rm-prod-pub-us.s3.amazonaws.com/da84bc27e35640e4b9feecd839639d57/78b59460-7dcf-4450-94c6-bab768080cb4,崇实,1/0/1,1,0,-250,-148,1511,"{""对手分"": 0, ""局均全队总伤害血量"": 1511, ""局均总前哨站净胜血量"": -148, ""局均总基地净胜血量"": -250, ""积分"": 1, ""胜/平/负"": ""1/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,1,深圳大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667668942-logo_red_800x800.png,RobotPilots,3/0/0,3,5,2822,50,6789,"{""对手分"": 5, ""局均全队总伤害血量"": 6789, ""局均总前哨站净胜血量"": 50, ""局均总基地净胜血量"": 2822, ""积分"": 3, ""胜/平/负"": ""3/0/0""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,2,西安交通大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525666415627-logo_red_800x800.png,笃行,3/0/0,3,-6,4053,455,7919,"{""对手分"": -6, ""局均全队总伤害血量"": 7919, ""局均总前哨站净胜血量"": 455, ""局均总基地净胜血量"": 4053, ""积分"": 3, ""胜/平/负"": ""3/0/0""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,3,五邑大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525678640816-logo_glod_800x800.png,IMCA,2/0/1,2,6,-195,-43,4596,"{""对手分"": 6, ""局均全队总伤害血量"": 4596, ""局均总前哨站净胜血量"": -43, ""局均总基地净胜血量"": -195, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,4,深圳职业技术大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c4e80f93-0bbb-49b4-b391-0b6671351c1b,RCIA,2/0/1,2,6,-753,13,3701,"{""对手分"": 6, ""局均全队总伤害血量"": 3701, ""局均总前哨站净胜血量"": 13, ""局均总基地净胜血量"": -753, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,5,中南大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525676967503-logo_blue_800x800.png,FYT,2/0/1,2,0,1906,303,5792,"{""对手分"": 0, ""局均全队总伤害血量"": 5792, ""局均总前哨站净胜血量"": 303, ""局均总基地净胜血量"": 1906, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,6,桂林电子科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525673879563-logo_blue_800x800.png,Evolution,2/0/1,2,-1,524,236,5300,"{""对手分"": -1, ""局均全队总伤害血量"": 5300, ""局均总前哨站净胜血量"": 236, ""局均总基地净胜血量"": 524, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,7,华南农业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c1b63e9f-b50d-47f2-aa0d-c6517e3b4666,Taurus,2/0/1,2,-4,1968,0,6236,"{""对手分"": -4, ""局均全队总伤害血量"": 6236, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 1968, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,8,北京理工大学珠海学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525675650813-logo_green_800x800.png,毅恒,2/0/1,2,-4,-516,84,3375,"{""对手分"": -4, ""局均全队总伤害血量"": 3375, ""局均总前哨站净胜血量"": 84, ""局均总基地净胜血量"": -516, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,9,湖南大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c1c73843-9165-4eb0-bb8e-ee01da2afb00,跃鹿,1/0/2,1,7,-1835,48,3990,"{""对手分"": 7, ""局均全队总伤害血量"": 3990, ""局均总前哨站净胜血量"": 48, ""局均总基地净胜血量"": -1835, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,10,佛山大学,https://rm-static.djicdn.com/games-backend/1742c9f4-c40b-4f18-b084-57b70c27aa6c,醒狮,1/0/2,1,0,-1088,-13,3560,"{""对手分"": 0, ""局均全队总伤害血量"": 3560, ""局均总前哨站净胜血量"": -13, ""局均总基地净胜血量"": -1088, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,11,西南交通大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/ba554754-e072-434f-93df-41dcb53ce29b,Helios,1/0/2,1,0,-1109,11,4434,"{""对手分"": 0, ""局均全队总伤害血量"": 4434, ""局均总前哨站净胜血量"": 11, ""局均总基地净胜血量"": -1109, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,12,南华大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/3a47924a-603f-4784-a891-9d35a89b2f72,MA,1/0/2,1,-4,-613,163,2568,"{""对手分"": -4, ""局均全队总伤害血量"": 2568, ""局均总前哨站净胜血量"": 163, ""局均总基地净胜血量"": -613, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,13,桂林电子科技大学北海校区,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/27b1115d-8e7d-4195-a1b4-faafffefb68f,破浪笃行,0/0/2,0,4,-2048,-809,2037,"{""对手分"": 4, ""局均全队总伤害血量"": 2037, ""局均总前哨站净胜血量"": -809, ""局均总基地净胜血量"": -2048, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,14,河北工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/41eef11b-8cc7-483e-88e0-900af812a330,山海Mas,0/0/2,0,4,-2287,-1165,1111,"{""对手分"": 4, ""局均全队总伤害血量"": 1111, ""局均总前哨站净胜血量"": -1165, ""局均总基地净胜血量"": -2287, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,15,桂林理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525675274637-logo_blue_800x800.png,群星,0/0/2,0,0,279,0,3573,"{""对手分"": 0, ""局均全队总伤害血量"": 3573, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 279, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,A组,16,北京科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525666158923-logo_blue_800x800.png,Reborn,0/0/2,0,0,-2252,-15,2716,"{""对手分"": 0, ""局均全队总伤害血量"": 2716, ""局均总前哨站净胜血量"": -15, ""局均总基地净胜血量"": -2252, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,1,哈尔滨工业大学（深圳）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/e67c1d7c-25e6-4491-9f63-58c7bdba727e,南工骁鹰,3/0/0,3,2,1912,0,6005,"{""对手分"": 2, ""局均全队总伤害血量"": 6005, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 1912, ""积分"": 3, ""胜/平/负"": ""3/0/0""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,2,电子科技大学中山学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/6784aac0-42fc-4ffd-9e1c-cc27427022e3,RoboBraver,3/0/0,3,0,3479,254,7638,"{""对手分"": 0, ""局均全队总伤害血量"": 7638, ""局均总前哨站净胜血量"": 254, ""局均总基地净胜血量"": 3479, ""积分"": 3, ""胜/平/负"": ""3/0/0""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,3,国防科技大学,https://rm-static.djicdn.com/games-backend/03e913cf-3ec6-412f-aa15-2fda6027f715,军临,2/0/1,2,6,-365,433,4071,"{""对手分"": 6, ""局均全队总伤害血量"": 4071, ""局均总前哨站净胜血量"": 433, ""局均总基地净胜血量"": -365, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,4,大连理工大学,https://rm-static.djicdn.com/tem/19806/1f076093d63e91576572667729907724.png,凌BUG,2/0/1,2,3,1353,214,5701,"{""对手分"": 3, ""局均全队总伤害血量"": 5701, ""局均总前哨站净胜血量"": 214, ""局均总基地净胜血量"": 1353, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,5,东北大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667139708-logo_blue_800x800.png,TDT,2/0/1,2,0,2139,432,6379,"{""对手分"": 0, ""局均全队总伤害血量"": 6379, ""局均总前哨站净胜血量"": 432, ""局均总基地净胜血量"": 2139, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,6,重庆大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667252663-logo_blue_800x800.png,千里,2/0/1,2,0,-126,423,3329,"{""对手分"": 0, ""局均全队总伤害血量"": 3329, ""局均总前哨站净胜血量"": 423, ""局均总基地净胜血量"": -126, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,7,广州城市理工学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/9365936c-3c07-449d-8e0e-2ed9e050e0f3,野狼,2/0/1,2,-2,81,-153,3448,"{""对手分"": -2, ""局均全队总伤害血量"": 3448, ""局均总前哨站净胜血量"": -153, ""局均总基地净胜血量"": 81, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,8,南京航空航天大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525679454590-logo_purple_800x800.png,长空御风,2/0/1,2,-5,1469,47,4687,"{""对手分"": -5, ""局均全队总伤害血量"": 4687, ""局均总前哨站净胜血量"": 47, ""局均总基地净胜血量"": 1469, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,9,华南师范大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/fd62886a-35c8-43d9-a0dc-d941a1dcc554,PIONEER,1/0/2,1,5,-2609,-150,2852,"{""对手分"": 5, ""局均全队总伤害血量"": 2852, ""局均总前哨站净胜血量"": -150, ""局均总基地净胜血量"": -2609, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,10,厦门大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/04926f4b-2f6d-4691-b45d-502cc1e11f34,RCS,1/0/2,1,3,-1672,-34,2369,"{""对手分"": 3, ""局均全队总伤害血量"": 2369, ""局均总前哨站净胜血量"": -34, ""局均总基地净胜血量"": -1672, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,11,北京信息科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/532bbb76-84d6-44d8-807d-4047f77027f6,星辰,1/0/2,1,1,-1091,-188,2112,"{""对手分"": 1, ""局均全队总伤害血量"": 2112, ""局均总前哨站净胜血量"": -188, ""局均总基地净胜血量"": -1091, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,12,厦门理工学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525679388670-logo_red_800x800.png,PFA,1/0/2,1,-5,-330,177,2810,"{""对手分"": -5, ""局均全队总伤害血量"": 2810, ""局均总前哨站净胜血量"": 177, ""局均总基地净胜血量"": -330, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,13,深圳技术大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/d6d0f220-ef43-4e8b-9805-bf5d2e516b06,悍匠,0/0/2,0,5,-852,-55,3041,"{""对手分"": 5, ""局均全队总伤害血量"": 3041, ""局均总前哨站净胜血量"": -55, ""局均总基地净胜血量"": -852, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,14,福建师范大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/e1a05fca-da24-477e-af25-33ce70650b17,Pikachu,0/0/2,0,0,-1100,-409,2187,"{""对手分"": 0, ""局均全队总伤害血量"": 2187, ""局均总前哨站净胜血量"": -409, ""局均总基地净胜血量"": -1100, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,15,湘潭大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/6ee9d64c-9844-47d0-bfa7-4e428fc6d025,逐曦,0/0/2,0,0,-1164,-750,1634,"{""对手分"": 0, ""局均全队总伤害血量"": 1634, ""局均总前哨站净胜血量"": -750, ""局均总基地净胜血量"": -1164, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,B组,16,安徽信息工程学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525668159005-logo_blue_800x800.png,Artisans,0/0/2,0,-1,-2007,-614,1882,"{""对手分"": -1, ""局均全队总伤害血量"": 1882, ""局均总前哨站净胜血量"": -614, ""局均总基地净胜血量"": -2007, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,500,南部赛区,邀请赛-C组,1,仲恺农业工程学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667218422-logo_green_800x800.png,奇点,2/0/0,2,-2,1060,696,3513,"{""对手分"": -2, ""局均全队总伤害血量"": 3513, ""局均总前哨站净胜血量"": 696, ""局均总基地净胜血量"": 1060, ""积分"": 2, ""胜/平/负"": ""2/0/0""}",
2024,2024RMUC,RMUC,500,南部赛区,邀请赛-C组,2,宁波工程学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/d2aac8c4-b7af-4a5f-9cca-911beea0bb71,New Legends,1/1/0,2,-6,191,719,1769,"{""对手分"": -6, ""局均全队总伤害血量"": 1769, ""局均总前哨站净胜血量"": 719, ""局均总基地净胜血量"": 191, ""积分"": 2, ""胜/平/负"": ""1/1/0""}",
2024,2024RMUC,RMUC,500,南部赛区,邀请赛-C组,3,北京邮电大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/7ebc0748-d36b-4872-a789-c5d80274d972,鸿雁,0/1/1,1,6,-893,-968,403,"{""对手分"": 6, ""局均全队总伤害血量"": 403, ""局均总前哨站净胜血量"": -968, ""局均总基地净胜血量"": -893, ""积分"": 1, ""胜/平/负"": ""0/1/1""}",
2024,2024RMUC,RMUC,500,南部赛区,邀请赛-C组,4,云南大学,https://rm-static.djicdn.com/games-backend/1be57e6f-a974-4a97-83cf-8a5f900a7bb5,Future,1/0/1,1,0,-309,646,2264,"{""对手分"": 0, ""局均全队总伤害血量"": 2264, ""局均总前哨站净胜血量"": 646, ""局均总基地净胜血量"": -309, ""积分"": 1, ""胜/平/负"": ""1/0/1""}",
2024,2024RMUC,RMUC,500,南部赛区,邀请赛-C组,5,宁波诺丁汉大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/fac211ba-fd60-4ca8-9a90-65d5f1f3cd9a,AIM,0/0/2,0,2,-50,-1094,798,"{""对手分"": 2, ""局均全队总伤害血量"": 798, ""局均总前哨站净胜血量"": -1094, ""局均总基地净胜血量"": -50, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,Q组,1,香港科技大学,https://terra-us-pro-rm-prod-pub-us.s3.amazonaws.com/da84bc27e35640e4b9feecd839639d57/b3b3847d-535c-47a4-bc43-b694cb2d7ca9,ENTERPRIZE,2/0/0,6,,3050,1149,6685,"{""局均全队总伤害血量"": 6685, ""局均总前哨站净胜血量"": 1149, ""局均总基地净胜血量"": 3050, ""排名"": 1, ""积分"": 6, ""胜/平/负"": ""2/0/0""}",1
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,Q组,2,关东联合大学,https://rm-static.djicdn.com/games-backend/2cbe894a-9d37-403b-a40c-89f2a7d302f9,OOEDO SAMURAI,1/0/1,3,,-1700,-399,2626,"{""局均全队总伤害血量"": 2626, ""局均总前哨站净胜血量"": -399, ""局均总基地净胜血量"": -1700, ""排名"": 2, ""积分"": 3, ""胜/平/负"": ""1/0/1""}",2
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,Q组,3,德州农工大学,https://rm-static.djicdn.com/games-backend/e570e2eb-c79e-4e45-b97f-119c634add33,Texas Aimbots,0/0/2,0,,-1350,-750,1539,"{""局均全队总伤害血量"": 1539, ""局均总前哨站净胜血量"": -750, ""局均总基地净胜血量"": -1350, ""排名"": 3, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",3
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,W组,1,香港大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/73fe762f-f39a-4cd2-afd5-ea154a877077,HerKules,2/0/0,6,,233,598,2902,"{""局均全队总伤害血量"": 2902, ""局均总前哨站净胜血量"": 598, ""局均总基地净胜血量"": 233, ""排名"": 1, ""积分"": 6, ""胜/平/负"": ""2/0/0""}",1
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,W组,2,新潟联合大学,https://rm-static.djicdn.com/games-backend/d2947eee-10e3-4d28-9a9c-93c622bb3cd2,Phoenix Robots,0/1/1,1,,0,-282,1516,"{""局均全队总伤害血量"": 1516, ""局均总前哨站净胜血量"": -282, ""局均总基地净胜血量"": 0, ""排名"": 2, ""积分"": 1, ""胜/平/负"": ""0/1/1""}",2
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,W组,3,五大湖联合大学,https://rm-static.djicdn.com/games-backend/41a01899-0d78-494f-a9b3-9d679cfeeb5c,The Great Lakes,0/1/1,1,,-233,-317,1497,"{""局均全队总伤害血量"": 1497, ""局均总前哨站净胜血量"": -317, ""局均总基地净胜血量"": -233, ""排名"": 3, ""积分"": 1, ""胜/平/负"": ""0/1/1""}",3
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,A组,1,中国石油大学（华东）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/ca37313c-d7ce-4887-a872-fe558d3e39bd,RPS,3/0/0,3,3,3321,186,9097,"{""对手分"": 3, ""局均全队总伤害血量"": 9097, ""局均总前哨站净胜血量"": 186, ""局均总基地净胜血量"": 3321, ""积分"": 3, ""胜/平/负"": ""3/0/0""}",
