season,event_code,league,zone_id,zone_name,group_name,group_order,college_name,college_logo,team_name,w_d_l,points,opponent_points,avg_base_hp_diff,avg_outpost_hp_diff,avg_team_damage,metrics_json,rank
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,A组,2,天津大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667950468-logo_blue_800x800.png,北洋机甲,2/0/1,2,4,78,0,5875,"{""对手分"": 4, ""局均全队总伤害血量"": 5875, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 78, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,A组,3,南京航空航天大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525679454590-logo_purple_800x800.png,长空御风,2/0/1,2,-1,1067,12,7015,"{""对手分"": -1, ""局均全队总伤害血量"": 7015, ""局均总前哨站净胜血量"": 12, ""局均总基地净胜血量"": 1067, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,A组,4,华北科技学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525674748988-logo_blue_800x800.png,风暴,2/0/1,2,-4,51,16,5544,"{""对手分"": -4, ""局均全队总伤害血量"": 5544, ""局均总前哨站净胜血量"": 16, ""局均总基地净胜血量"": 51, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,A组,5,南京航空航天大学金城学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/37ffc1d5-bfaa-472a-8584-2158ca7aa8d5,Born of Fire,1/0/2,1,4,-1625,-183,5683,"{""对手分"": 4, ""局均全队总伤害血量"": 5683, ""局均总前哨站净胜血量"": -183, ""局均总基地净胜血量"": -1625, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,A组,6,哈尔滨工程大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665837757-logo_blue_800x800.png,创梦之翼,1/0/2,1,1,-496,6,6223,"{""对手分"": 1, ""局均全队总伤害血量"": 6223, ""局均总前哨站净胜血量"": 6, ""局均总基地净胜血量"": -496, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,A组,7,重庆大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667252663-logo_blue_800x800.png,千里,0/0/2,0,1,-2942,-73,3421,"{""对手分"": 1, ""局均全队总伤害血量"": 3421, ""局均总前哨站净胜血量"": -73, ""局均总基地净胜血量"": -2942, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,A组,8,广州城市理工学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/9365936c-3c07-449d-8e0e-2ed9e050e0f3,野狼,0/0/2,0,-1,-1300,-29,3828,"{""对手分"": -1, ""局均全队总伤害血量"": 3828, ""局均总前哨站净胜血量"": -29, ""局均总基地净胜血量"": -1300, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,B组,1,齐鲁工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/4c4f28ef-93a7-4df1-ada4-5c0ad826f07d,Adam,3/0/0,3,0,255,-79,4990,"{""对手分"": 0, ""局均全队总伤害血量"": 4990, ""局均总前哨站净胜血量"": -79, ""局均总基地净胜血量"": 255, ""积分"": 3, ""胜/平/负"": ""3/0/0""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,B组,2,深圳职业技术大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c4e80f93-0bbb-49b4-b391-0b6671351c1b,RCIA,2/0/1,2,6,391,-4,4547,"{""对手分"": 6, ""局均全队总伤害血量"": 4547, ""局均总前哨站净胜血量"": -4, ""局均总基地净胜血量"": 391, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,B组,3,上海工程技术大学,https://rm-static.djicdn.com/games-backend/42a2f807-035c-49bc-9e1d-782239209b82,木鸢Birdiebot,2/0/1,2,3,507,0,5968,"{""对手分"": 3, ""局均全队总伤害血量"": 5968, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 507, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,B组,4,中国科学技术大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c3c27ffa-22a3-438d-b9c6-3e46caff042c,RoboWalker,2/0/1,2,-3,460,0,5645,"{""对手分"": -3, ""局均全队总伤害血量"": 5645, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 460, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,B组,5,大连理工大学,https://rm-static.djicdn.com/tem/19806/1f076093d63e91576572667729907724.png,凌BUG,1/0/2,1,-2,-30,3,5395,"{""对手分"": -2, ""局均全队总伤害血量"": 5395, ""局均总前哨站净胜血量"": 3, ""局均总基地净胜血量"": -30, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,B组,6,南京理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665364632-logo_purple_800x800.png,Alliance,1/0/2,1,-2,-1147,0,4661,"{""对手分"": -2, ""局均全队总伤害血量"": 4661, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -1147, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,B组,7,国防科技大学,https://rm-static.djicdn.com/games-backend/03e913cf-3ec6-412f-aa15-2fda6027f715,军临,0/0/2,0,6,28,93,5258,"{""对手分"": 6, ""局均全队总伤害血量"": 5258, ""局均总前哨站净胜血量"": 93, ""局均总基地净胜血量"": 28, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,524,港澳台及海外赛区&复活赛第一赛段,B组,8,东莞理工学院,https://rm-static.djicdn.com/games-backend/ef8c032e-9c30-467d-afc0-81ee5475cfe3,ACE,0/0/2,0,-2,-1085,0,4241,"{""对手分"": -2, ""局均全队总伤害血量"": 4241, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -1085, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,525,复活赛第二赛段,C组,1,上海工程技术大学,https://rm-static.djicdn.com/games-backend/42a2f807-035c-49bc-9e1d-782239209b82,木鸢Birdiebot,3/0/0,3,-3,2516,0,9076,"{""对手分"": -3, ""局均全队总伤害血量"": 9076, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 2516, ""积分"": 3, ""胜/平/负"": ""3/0/0""}",
2024,2024RMUC,RMUC,525,复活赛第二赛段,C组,2,南京航空航天大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525679454590-logo_purple_800x800.png,长空御风,2/0/1,2,5,1197,0,7763,"{""对手分"": 5, ""局均全队总伤害血量"": 7763, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 1197, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,525,复活赛第二赛段,C组,3,华北科技学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525674748988-logo_blue_800x800.png,风暴,2/0/1,2,-3,2214,71,7153,"{""对手分"": -3, ""局均全队总伤害血量"": 7153, ""局均总前哨站净胜血量"": 71, ""局均总基地净胜血量"": 2214, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,525,复活赛第二赛段,C组,4,香港科技大学,https://terra-us-pro-rm-prod-pub-us.s3.amazonaws.com/da84bc27e35640e4b9feecd839639d57/b3b3847d-535c-47a4-bc43-b694cb2d7ca9,ENTERPRIZE,2/0/1,2,-7,1430,0,7199,"{""对手分"": -7, ""局均全队总伤害血量"": 7199, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 1430, ""积分"": 2, ""胜/平/负"": ""2/0/1""}",
2024,2024RMUC,RMUC,525,复活赛第二赛段,C组,5,中国科学技术大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c3c27ffa-22a3-438d-b9c6-3e46caff042c,RoboWalker,1/0/2,1,9,-928,0,5792,"{""对手分"": 9, ""局均全队总伤害血量"": 5792, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -928, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,525,复活赛第二赛段,C组,6,深圳职业技术大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c4e80f93-0bbb-49b4-b391-0b6671351c1b,RCIA,1/0/2,1,0,-1973,38,4606,"{""对手分"": 0, ""局均全队总伤害血量"": 4606, ""局均总前哨站净胜血量"": 38, ""局均总基地净胜血量"": -1973, ""积分"": 1, ""胜/平/负"": ""1/0/2""}",
2024,2024RMUC,RMUC,525,复活赛第二赛段,C组,7,天津大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667950468-logo_blue_800x800.png,北洋机甲,0/0/2,0,8,-3172,0,5243,"{""对手分"": 8, ""局均全队总伤害血量"": 5243, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -3172, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,525,复活赛第二赛段,C组,8,香港大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/73fe762f-f39a-4cd2-afd5-ea154a877077,HerKules,0/0/2,0,-1,-3835,-183,3038,"{""对手分"": -1, ""局均全队总伤害血量"": 3038, ""局均总前哨站净胜血量"": -183, ""局均总基地净胜血量"": -3835, ""积分"": 0, ""胜/平/负"": ""0/0/2""}",
2024,2024RMUC,RMUC,526,全国赛,A组,1,中国石油大学（华东）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/ca37313c-d7ce-4887-a872-fe558d3e39bd,RPS,3/0/0,3,1,3316,0,8699,"{""对手分"": 1, ""局均全队总伤害血量"": 8699, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 3316, ""积分"": 3, ""胜/平/负"": ""3/0/0""}",
2024,2024RMUC,RMUC,526,全国赛,A组,2,西安交通大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525666415627-logo_red_800x800.png,笃行,3/0/0,3,-1,4161,135,9730,"{""对手分"": -1, ""局均全队总伤害血量"": 9730, ""局均总前哨站净胜血量"": 135, ""局均总基地净胜血量"": 4161, ""积分"": 3, ""胜/平/负"": ""3/0/0""}",
2024,2024RMUC,RMUC,526,全国赛,A组,3,浙江大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1532425365935-logo_blue_800x800.png,Hello World,3/0/1,3,7,437,0,7512,"{""对手分"": 7, ""局均全队总伤害血量"": 7512, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 437, ""积分"": 3, ""胜/平/负"": ""3/0/1""}",
2024,2024RMUC,RMUC,526,全国赛,A组,4,桂林电子科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525673879563-logo_blue_800x800.png,Evolution,3/0/1,3,1,1580,94,8119,"{""对手分"": 1, ""局均全队总伤害血量"": 8119, ""局均总前哨站净胜血量"": 94, ""局均总基地净胜血量"": 1580, ""积分"": 3, ""胜/平/负"": ""3/0/1""}",
2024,2024RMUC,RMUC,526,全国赛,A组,5,华南农业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c1b63e9f-b50d-47f2-aa0d-c6517e3b4666,Taurus,3/0/1,3,0,563,30,6674,"{""对手分"": 0, ""局均全队总伤害血量"": 6674, ""局均总前哨站净胜血量"": 30, ""局均总基地净胜血量"": 563, ""积分"": 3, ""胜/平/负"": ""3/0/1""}",
2024,2024RMUC,RMUC,526,全国赛,A组,6,北京理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667569344-logo_green_800x800.png,追梦,3/0/2,3,7,-213,-101,6465,"{""对手分"": 7, ""局均全队总伤害血量"": 6465, ""局均总前哨站净胜血量"": -101, ""局均总基地净胜血量"": -213, ""积分"": 3, ""胜/平/负"": ""3/0/2""}",
2024,2024RMUC,RMUC,526,全国赛,A组,7,东南大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665086212-logo_yellow_800x800.png,3SE,3/0/2,3,1,144,0,6762,"{""对手分"": 1, ""局均全队总伤害血量"": 6762, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 144, ""积分"": 3, ""胜/平/负"": ""3/0/2""}",
2024,2024RMUC,RMUC,526,全国赛,A组,8,南京航空航天大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525679454590-logo_purple_800x800.png,长空御风,3/0/2,3,-12,1094,7,7380,"{""对手分"": -12, ""局均全队总伤害血量"": 7380, ""局均总前哨站净胜血量"": 7, ""局均总基地净胜血量"": 1094, ""积分"": 3, ""胜/平/负"": ""3/0/2""}",
2024,2024RMUC,RMUC,526,全国赛,A组,9,南方科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665910623-logo_orange_800x800.png,ARTINX,2/0/3,2,7,-855,-75,6298,"{""对手分"": 7, ""局均全队总伤害血量"": 6298, ""局均总前哨站净胜血量"": -75, ""局均总基地净胜血量"": -855, ""积分"": 2, ""胜/平/负"": ""2/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,A组,10,电子科技大学中山学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/6784aac0-42fc-4ffd-9e1c-cc27427022e3,RoboBraver,2/0/3,2,2,-745,0,6023,"{""对手分"": 2, ""局均全队总伤害血量"": 6023, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -745, ""积分"": 2, ""胜/平/负"": ""2/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,A组,11,桂林信息科技学院,https://rm-static.djicdn.com/games-backend/432392cd-dff4-4b78-aa00-68641f3da5ee,GIRT,2/0/3,2,-4,-1868,14,4970,"{""对手分"": -4, ""局均全队总伤害血量"": 4970, ""局均总前哨站净胜血量"": 14, ""局均总基地净胜血量"": -1868, ""积分"": 2, ""胜/平/负"": ""2/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,A组,12,哈尔滨工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/830c2cbd-31e5-4fea-9015-cb6ec9fa5224,I Hiter,1/0/3,1,5,-767,-13,5829,"{""对手分"": 5, ""局均全队总伤害血量"": 5829, ""局均总前哨站净胜血量"": -13, ""局均总基地净胜血量"": -767, ""积分"": 1, ""胜/平/负"": ""1/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,A组,13,上海工程技术大学,https://rm-static.djicdn.com/games-backend/42a2f807-035c-49bc-9e1d-782239209b82,木鸢Birdiebot,1/0/3,1,-4,-1601,0,6430,"{""对手分"": -4, ""局均全队总伤害血量"": 6430, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -1601, ""积分"": 1, ""胜/平/负"": ""1/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,A组,14,西安电子科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525676832533-logo_red_800x800.png,IRobot,1/0/3,1,-6,-968,0,6330,"{""对手分"": -6, ""局均全队总伤害血量"": 6330, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -968, ""积分"": 1, ""胜/平/负"": ""1/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,A组,15,哈尔滨工业大学（深圳）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/e67c1d7c-25e6-4491-9f63-58c7bdba727e,南工骁鹰,0/0/3,0,-2,-1310,0,6171,"{""对手分"": -2, ""局均全队总伤害血量"": 6171, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -1310, ""积分"": 0, ""胜/平/负"": ""0/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,A组,16,哈尔滨工业大学（威海）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/496f97c0-f329-4457-ae1e-1476c467ff94,HERO,0/0/3,0,-3,-1515,-30,4971,"{""对手分"": -3, ""局均全队总伤害血量"": 4971, ""局均总前哨站净胜血量"": -30, ""局均总基地净胜血量"": -1515, ""积分"": 0, ""胜/平/负"": ""0/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,B组,1,上海交通大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525660725241-logo_red_800x800.png,交龙,3/0/0,3,1,3140,158,8385,"{""对手分"": 1, ""局均全队总伤害血量"": 8385, ""局均总前哨站净胜血量"": 158, ""局均总基地净胜血量"": 3140, ""积分"": 3, ""胜/平/负"": ""3/0/0""}",
2024,2024RMUC,RMUC,526,全国赛,B组,2,华南理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/b81c5a92-dc8f-479d-97b4-d531a39ce70b,华南虎,3/0/0,3,-3,3684,0,10169,"{""对手分"": -3, ""局均全队总伤害血量"": 10169, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 3684, ""积分"": 3, ""胜/平/负"": ""3/0/0""}",
2024,2024RMUC,RMUC,526,全国赛,B组,3,太原理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/bcceed5a-13b9-4a19-8236-56b2bb40b58b,TRoMaC,3/0/1,3,1,735,11,6683,"{""对手分"": 1, ""局均全队总伤害血量"": 6683, ""局均总前哨站净胜血量"": 11, ""局均总基地净胜血量"": 735, ""积分"": 3, ""胜/平/负"": ""3/0/1""}",
2024,2024RMUC,RMUC,526,全国赛,B组,4,深圳大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667668942-logo_red_800x800.png,RobotPilots,3/0/1,3,-4,2150,251,8476,"{""对手分"": -4, ""局均全队总伤害血量"": 8476, ""局均总前哨站净胜血量"": 251, ""局均总基地净胜血量"": 2150, ""积分"": 3, ""胜/平/负"": ""3/0/1""}",
2024,2024RMUC,RMUC,526,全国赛,B组,5,太原工业学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c7de86e0-a829-4d6d-9329-3228f57ded92,火线,3/0/1,3,-10,1886,86,8150,"{""对手分"": -10, ""局均全队总伤害血量"": 8150, ""局均总前哨站净胜血量"": 86, ""局均总基地净胜血量"": 1886, ""积分"": 3, ""胜/平/负"": ""3/0/1""}",
2024,2024RMUC,RMUC,526,全国赛,B组,6,东北大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667139708-logo_blue_800x800.png,TDT,3/0/2,3,6,1310,130,7489,"{""对手分"": 6, ""局均全队总伤害血量"": 7489, ""局均总前哨站净胜血量"": 130, ""局均总基地净胜血量"": 1310, ""积分"": 3, ""胜/平/负"": ""3/0/2""}",
2024,2024RMUC,RMUC,526,全国赛,B组,7,广东工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/ed0ca377-9bbc-4d6d-b5d1-8dd2d09bdbaf,DynamicX,3/0/2,3,2,730,0,8101,"{""对手分"": 2, ""局均全队总伤害血量"": 8101, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 730, ""积分"": 3, ""胜/平/负"": ""3/0/2""}",
2024,2024RMUC,RMUC,526,全国赛,B组,8,南昌大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525699199414-logo_blue_800x800.png,Passion,3/0/2,3,-9,316,0,7340,"{""对手分"": -9, ""局均全队总伤害血量"": 7340, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 316, ""积分"": 3, ""胜/平/负"": ""3/0/2""}",
2024,2024RMUC,RMUC,526,全国赛,B组,9,首都师范大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a061e111-f402-4e01-884e-0b5c95f7ab5e,PIE,2/0/3,2,13,-1261,0,5592,"{""对手分"": 13, ""局均全队总伤害血量"": 5592, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -1261, ""积分"": 2, ""胜/平/负"": ""2/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,B组,10,中南大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525676967503-logo_blue_800x800.png,FYT,2/0/3,2,6,36,-8,6566,"{""对手分"": 6, ""局均全队总伤害血量"": 6566, ""局均总前哨站净胜血量"": -8, ""局均总基地净胜血量"": 36, ""积分"": 2, ""胜/平/负"": ""2/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,B组,11,吉林大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/422493a0-1f3c-4f00-8c95-7ad1f9e1df2c,TARS_Go,2/0/3,2,-2,-641,79,5297,"{""对手分"": -2, ""局均全队总伤害血量"": 5297, ""局均总前哨站净胜血量"": 79, ""局均总基地净胜血量"": -641, ""积分"": 2, ""胜/平/负"": ""2/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,B组,12,齐鲁工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/4c4f28ef-93a7-4df1-ada4-5c0ad826f07d,Adam,1/0/3,1,6,-2984,-577,3218,"{""对手分"": 6, ""局均全队总伤害血量"": 3218, ""局均总前哨站净胜血量"": -577, ""局均总基地净胜血量"": -2984, ""积分"": 1, ""胜/平/负"": ""1/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,B组,13,华中科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525675209294-logo_blue_800x800.png,狼牙,1/0/3,1,1,-1223,243,5340,"{""对手分"": 1, ""局均全队总伤害血量"": 5340, ""局均总前哨站净胜血量"": 243, ""局均总基地净胜血量"": -1223, ""积分"": 1, ""胜/平/负"": ""1/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,B组,14,五邑大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525678640816-logo_glod_800x800.png,IMCA,1/0/3,1,-14,-2159,-425,3020,"{""对手分"": -14, ""局均全队总伤害血量"": 3020, ""局均总前哨站净胜血量"": -425, ""局均总基地净胜血量"": -2159, ""积分"": 1, ""胜/平/负"": ""1/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,B组,15,北京理工大学珠海学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525675650813-logo_green_800x800.png,毅恒,0/0/3,0,7,-2976,-26,4101,"{""对手分"": 7, ""局均全队总伤害血量"": 4101, ""局均总前哨站净胜血量"": -26, ""局均总基地净胜血量"": -2976, ""积分"": 0, ""胜/平/负"": ""0/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,B组,16,太原科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525680043036-log_blue_800x800.png,NewMaker,0/0/3,0,-6,-2727,0,3674,"{""对手分"": -6, ""局均全队总伤害血量"": 3674, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -2727, ""积分"": 0, ""胜/平/负"": ""0/0/3""}",
2024,2024RMUC,RMUC,526,全国赛,明星组,1,创新者,https://rm-static.djicdn.com/games-backend/aea22131-7d9e-43e9-acb3-0598e6ef3b72,INNOVATOR,0/0/0,0,0,0,0,0,"{""对手分"": 0, ""局均全队总伤害血量"": 0, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 0, ""积分"": 0, ""胜/平/负"": ""0/0/0""}",
2024,2024RMUC,RMUC,526,全国赛,明星组,2,缔造者,https://rm-static.djicdn.com/games-backend/13583e4a-c3cc-45fd-b05a-27cd2ca3a335,CREATOR,0/0/0,0,0,0,0,0,"{""对手分"": 0, ""局均全队总伤害血量"": 0, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 0, ""积分"": 0, ""胜/平/负"": ""0/0/0""}",
